cve_ageb,ubica_geo,records,points,nse,est_socio
541-7,140390001,12528,112.0,C-,3.0
546-0,310500001,1868,182.0,C+,4.0
547-0,211140001,7948,119.75,C-,2.0
549-0,260300001,5916,114.25,C-,3.0
550-6,140390001,15532,90.75,D+,2.0
551-2,080190001,11795,82.0,D+,2.0
552-5,080370001,10155,76.4000015258789,D,2.0
555-2,120010001,7344,67.0,D,2.0
555-3,110200001,11480,99.4000015258789,D+,2.0
556-5,020040001,6876,147.25,C,3.0
557-8,140390001,19035,98.80000305175781,D+,3.0
559-4,020020001,10120,81.80000305175781,D+,2.0
560-1,020040001,6693,171.0,C+,4.0
562-6,250060001,7165,97.4000015258789,D+,2.0
563-7,100050001,4625,153.60000610351562,C,4.0
565-2,140390001,13876,180.5,C+,4.0
567-5,120010001,5000,53.0,D,1.0
568-3,260300001,4368,180.5,C+,4.0
570-4,310500001,6175,110.0,C-,2.0
571-3,090070001,19650,96.19999694824219,D+,3.0
574-3,020040001,9250,106.5999984741211,C-,3.0
575-7,310500001,3705,148.3333282470703,C,2.0
577-7,020040001,7408,114.75,C-,3.0
578-0,310500001,6070,112.19999694824219,C-,2.0
584-0,090070001,11812,91.75,D+,2.0
584-2,020020001,17580,99.76575469970703,D+,2.5182025
584-6,310500001,3495,138.6666717529297,C,4.0
590-0,080370001,9525,95.80000305175781,D+,2.0
590-7,211140001,10315,90.5999984741211,D+,2.0
591-9,100050001,3872,115.25,C-,4.0
592-3,100050001,3665,86.0,D+,1.0
595-5,020040001,6452,105.0,C-,3.0
597-9,211140001,15335,153.8000030517578,C,4.0
599-3,080190001,9905,103.19999694824219,D+,3.0
601-4,100050001,6656,96.83894348144531,D+,2.0168269
601-8,260300001,13121,125.74315643310547,C-,3.0
604-1,260300001,14180,144.87107849121094,C,3.0
604-5,310500001,3855,85.5999984741211,D+,1.0
605-A,310500001,3048,76.25,D,1.0
610-6,211140001,6687,121.66666412353516,C-,2.0
617-9,250060312,47960,65.30000305175781,D,2.0
618-3,020020001,8740,114.0,C-,3.0
620-0,020020001,10350,122.0,C-,4.0
622-4,020040187,14555,51.79999923706055,D,2.0
623-3,211140218,10820,90.0,D+,2.0
630-4,250060001,6275,99.0,D+,2.0
634-7,080190001,9425,119.80000305175781,C-,3.0
634-9,120010001,3336,109.0,C-,4.0
635-6,211140001,10928,124.75,C-,4.0
636-1,260300001,7390,122.5999984741211,C-,3.0
636-5,310500001,5990,121.80000305175781,C-,4.0
641-5,080370001,10160,92.4000015258789,D+,4.0
641-7,080190001,9525,97.80000305175781,D+,3.0
643-6,020040001,10015,121.80000305175781,C-,4.0
646-5,020020001,7008,81.0,D+,2.0
647-3,310500001,3942,133.6666717529297,C,4.0
650-0,211140001,8600,96.5999984741211,D+,2.0
651-6,250060001,6835,90.19999694824219,D+,3.0
652-0,020020001,9360,113.80000305175781,C-,4.0
654-9,211140001,10840,85.5999984741211,D+,1.0
655-7,080370001,8820,115.5999984741211,C-,3.0
659-2,250060001,6175,112.5999984741211,C-,4.0
660-5,250060001,7550,134.1999969482422,C,4.0
660-8,080370001,11085,96.5999984741211,D+,2.0
663-9,260300001,7545,85.19999694824219,D+,2.0
665-0,080370001,8156,87.75,D+,2.0
665-8,250060001,5495,112.4000015258789,C-,4.0
666-2,020020001,6525,96.4000015258789,D+,3.0
668-6,020040001,8035,154.1999969482422,C,4.0
669-9,080370001,10585,77.5999984741211,D,2.0
671-3,250060001,6160,203.25,AB,4.0
671-6,080370001,9495,92.4000015258789,D+,2.0
671-A,141200001,12744,83.75,D+,2.0
672-2,080190001,6843,118.66666412353516,C-,4.0
672-4,141200001,14553,155.0,C+,2.0
683-2,141200001,13812,177.25,C+,4.0
685-8,080370001,8580,174.39999389648438,C+,4.0
686-2,020011025,35501,83.0157470703125,D+,1.9485649
688-1,080370001,9490,119.19999694824219,C-,4.0
688-5,100050001,5645,118.19999694824219,C-,3.0
696-6,080370001,13480,110.19999694824219,C-,4.0
697-8,260300001,6712,190.5,C+,4.0
698-7,080190001,11128,159.5,C+,4.0
705-7,080370001,7164,103.0,D+,3.0
706-3,020040001,9125,137.60000610351562,C,4.0
708-0,080370001,6540,68.80000305175781,D,3.0
711-4,020040001,9755,172.60000610351562,C+,4.0
721-3,250060001,6905,173.8000030517578,C+,4.0
722-2,020040001,7650,106.5999984741211,C-,3.0
723-2,020020001,19275,157.7377471923828,C+,3.69572
726-9,080370001,8365,99.4000015258789,D+,3.0
729-4,020040001,9930,131.0,C,4.0
730-2,020020001,5232,108.0,C-,2.0
730-5,080370001,7685,92.4000015258789,D+,2.0
745-3,080190001,5158,164.5,C+,4.0
746-3,250060001,7425,158.60000610351562,C+,3.0
747-8,250060001,6255,135.60000610351562,C,4.0
749-A,080370001,7160,79.19999694824219,D,2.0
750-A,250060001,7468,167.5,C+,1.0
755-7,020041599,7292,162.25,C+,4.0
756-7,020020001,8925,108.4000015258789,C-,3.0
771-1,260300001,7370,167.1999969482422,C+,4.0
782-2,020010001,8060,112.0,C-,3.0
784-1,020010001,8645,114.19999694824219,C-,3.0
796-6,020040001,5256,121.0,C-,2.0
798-3,080370001,7525,83.19999694824219,D+,2.0
800-2,080370001,3558,85.66666412353516,D+,2.0
803-8,020041883,32508,85.11111450195312,D+,2.0
810-8,080190001,9295,82.5999984741211,D+,2.0
825-4,020040381,31059,78.17646789550781,D,2.0
827-1,080370001,9460,88.5,D+,2.0
830-5,080190001,5620,134.60000610351562,C,3.0
960-2,020010001,6426,149.3333282470703,C,4.0
964-0,020010001,6828,134.75,C,3.0
972-5,020010001,6252,102.75,D+,2.0
994-1,020011561,45106,93.0526351928711,D+,2.0
